image,id,label,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/3/890ec072-double_mask_wide-e7ca85afaa6b0f7bec27c622477ce309d0ecfa13-s1400-c100.jpg,89,"[{""x"": 28.00453514739229, ""y"": 19.758064516129032, ""width"": 50.22675736961452, ""height"": 76.20967741935483, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1400, ""original_height"": 787}]",1,88,2022-11-27T21:35:38.989924Z,2022-11-27T21:35:38.989924Z,6.735
/data/upload/3/ed93c1f3-face-masks-give-back-kr-2x1-tease-200602.webp,88,"[{""x"": 0.6802721088435374, ""y"": 11.564625850340136, ""width"": 22.67573696145125, ""height"": 27.43764172335601, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 28.00453514739229, ""y"": 12.92517006802721, ""width"": 17.460317460317455, ""height"": 25.623582766439913, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 54.19501133786848, ""y"": 15.873015873015868, ""width"": 17.687074829931973, ""height"": 23.809523809523807, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 80.83900226757369, ""y"": 15.419501133786843, ""width"": 13.605442176870747, ""height"": 18.367346938775515, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 78.2312925170068, ""y"": 59.183673469387756, ""width"": 14.965986394557824, ""height"": 18.594104308390023, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 53.85487528344671, ""y"": 63.038548752834465, ""width"": 18.594104308390023, ""height"": 25.170068027210885, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 27.210884353741495, ""y"": 62.358276643990926, ""width"": 18.367346938775515, ""height"": 27.43764172335601, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}, {""x"": 3.741496598639456, ""y"": 60.54421768707485, ""width"": 17.460317460317455, ""height"": 23.12925170068027, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 750}]",1,87,2022-11-27T21:34:56.244198Z,2022-11-27T21:34:56.244198Z,36.28
/data/upload/3/871899ea-Screen-Shot-2020-06-05-at-12.49.53-PM-856x1024.png,87,"[{""x"": 1.3015184381778742, ""y"": 16.1231884057971, ""width"": 41.64859002169197, ""height"": 21.014492753623188, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 856, ""original_height"": 1024}, {""x"": 58.56832971800436, ""y"": 20.28985507246377, ""width"": 31.887201735357916, ""height"": 19.384057971014492, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 856, ""original_height"": 1024}, {""x"": 62.039045553145336, ""y"": 66.30434782608695, ""width"": 28.41648590021692, ""height"": 18.478260869565215, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 856, ""original_height"": 1024}, {""x"": 7.592190889370933, ""y"": 70.1086956521739, ""width"": 36.659436008676785, ""height"": 18.478260869565215, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 856, ""original_height"": 1024}]",1,86,2022-11-27T21:34:17.719653Z,2022-11-27T21:34:17.719653Z,17.35
/data/upload/3/68a71f45-01_tL_wfmLtBlueOxford3pack.jpg,86,"[{""x"": 17.21014492753623, ""y"": 42.934782608695656, ""width"": 71.55797101449275, ""height"": 56.340579710144915, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 882, ""original_height"": 882}]",1,85,2022-11-27T21:33:58.299019Z,2022-11-27T21:33:58.299019Z,11.689
/data/upload/3/669b5e67-27VIRUS-MASKS-videoSixteenByNine3000.jpg,85,"[{""x"": 1.8120045300113254, ""y"": 17.303822937625753, ""width"": 17.327293318233295, ""height"": 20.72434607645875, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 17.893544733861834, ""y"": 17.90744466800805, ""width"": 15.855039637599093, ""height"": 22.334004024144868, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 32.276330690826725, ""y"": 15.8953722334004, ""width"": 15.741789354473386, ""height"": 23.943661971830984, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 49.49037372593431, ""y"": 18.10865191146881, ""width"": 15.402038505096263, ""height"": 23.138832997987926, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 64.55266138165345, ""y"": 19.718309859154928, ""width"": 15.628539071347678, ""height"": 24.547283702213278, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 81.0872027180068, ""y"": 19.718309859154928, ""width"": 15.175537938844842, ""height"": 23.541247484909455, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 64.21291053227635, ""y"": 70.22132796780684, ""width"": 15.062287655719139, ""height"": 21.730382293762577, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 48.47112117780294, ""y"": 71.0261569416499, ""width"": 14.949037372593432, ""height"": 22.132796780684107, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 32.389580973952434, ""y"": 71.0261569416499, ""width"": 13.590033975084935, ""height"": 21.12676056338028, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 18.12004530011325, ""y"": 71.0261569416499, ""width"": 13.929784824462061, ""height"": 22.535211267605636, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}, {""x"": 2.6047565118912797, ""y"": 70.4225352112676, ""width"": 14.949037372593432, ""height"": 20.72434607645875, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 1688}]",1,84,2022-11-27T21:33:42.404442Z,2022-11-27T21:33:42.404442Z,145.334
/data/upload/3/3f428eae-best-masks-to-fight-omicron-1440x810.jpg,84,"[{""x"": 15.175537938844842, ""y"": 1.6096579476861168, ""width"": 48.58437146092866, ""height"": 94.76861167002012, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1440, ""original_height"": 810}, {""x"": 49.37712344280861, ""y"": 44.8692152917505, ""width"": 29.784824462061156, ""height"": 19.3158953722334, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1440, ""original_height"": 810}, {""x"": 45.07361268403171, ""y"": 60.56338028169013, ""width"": 33.74858437146093, ""height"": 8.249496981891348, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1440, ""original_height"": 810}, {""x"": 41.10985277463194, ""y"": 65.3923541247485, ""width"": 38.39184597961495, ""height"": 6.438631790744467, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1440, ""original_height"": 810}, {""x"": 47.7916194790487, ""y"": 62.173038229376246, ""width"": 32.389580973952434, ""height"": 19.114688128772634, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1440, ""original_height"": 810}]",1,83,2022-11-27T21:31:12.538906Z,2022-11-27T21:31:12.538906Z,38.353
/data/upload/3/df3f386f-1a67dded7eca6a754d435e8c2f41413669198b18.webp,83,"[{""x"": 38.45223700120919, ""y"": 15.21739130434783, ""width"": 48.60943168077388, ""height"": 75.72463768115942, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 19.70979443772673, ""y"": 17.57246376811594, ""width"": 37.605804111245476, ""height"": 34.05797101449276, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 20.79806529625151, ""y"": 20.28985507246377, ""width"": 44.014510278113676, ""height"": 34.60144927536232, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 22.97460701330109, ""y"": 51.63043478260868, ""width"": 27.690447400241837, ""height"": 7.7898550724637685, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 22.732769044740024, ""y"": 55.797101449275374, ""width"": 29.504232164449817, ""height"": 5.978260869565218, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 23.70012091898428, ""y"": 56.702898550724626, ""width"": 29.866989117291414, ""height"": 10.144927536231885, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 23.941958887545344, ""y"": 58.69565217391305, ""width"": 31.076178960096737, ""height"": 11.05072463768116, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}, {""x"": 25.15114873035066, ""y"": 61.594202898550726, ""width"": 27.20677146311971, ""height"": 13.22463768115942, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 584, ""original_height"": 390}]",1,82,2022-11-27T21:30:31.636788Z,2022-11-27T21:30:31.636788Z,36.84
/data/upload/3/3e168936-re_maskproduct_2.jpg,82,"[{""x"": 7.608695652173915, ""y"": 31.884057971014485, ""width"": 69.20289855072464, ""height"": 37.68115942028986, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 900, ""original_height"": 900}]",1,81,2022-11-27T21:29:35.874950Z,2022-11-27T21:29:35.874950Z,7.316
/data/upload/3/5bb1237d-RPJIRFDAV4I6XILXO5S7FGUVEQ.jpg,81,"[{""x"": 34.29951690821256, ""y"": 42.934782608695656, ""width"": 39.85507246376812, ""height"": 34.78260869565217, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3000, ""original_height"": 2000}]",1,80,2022-11-27T21:29:20.092354Z,2022-11-27T21:29:20.092354Z,24.099
/data/upload/3/9aef4048-KAWACH-Reusable-Cotton-Face-Mask-SDL833181568-2-760b8.jpg,80,"[{""x"": 15.042372881355929, ""y"": 33.15217391304348, ""width"": 27.33050847457627, ""height"": 19.202898550724637, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}, {""x"": 58.05084745762712, ""y"": 31.340579710144926, ""width"": 22.88135593220339, ""height"": 19.92753623188406, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}, {""x"": 2.11864406779661, ""y"": 74.27536231884058, ""width"": 18.43220338983051, ""height"": 14.855072463768115, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}, {""x"": 23.30508474576271, ""y"": 75, ""width"": 17.796610169491526, ""height"": 15.03623188405797, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}, {""x"": 42.58474576271186, ""y"": 75.36231884057972, ""width"": 16.525423728813564, ""height"": 13.043478260869565, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}, {""x"": 62.07627118644068, ""y"": 75.36231884057972, ""width"": 15.889830508474576, ""height"": 13.043478260869565, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}, {""x"": 79.44915254237289, ""y"": 75.36231884057972, ""width"": 16.737288135593225, ""height"": 12.13768115942029, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 850, ""original_height"": 995}]",1,79,2022-11-27T21:28:48.931622Z,2022-11-27T21:28:48.931622Z,33.032
/data/upload/3/4802851f-5713153c8e121e36dde559f1b1150ce571-baggu-green.rsquare.w1200.webp,79,"[{""x"": 30.253623188405797, ""y"": 33.69565217391305, ""width"": 44.38405797101449, ""height"": 42.7536231884058, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1100, ""original_height"": 1100}]",1,78,2022-11-27T21:28:13.669236Z,2022-11-27T21:28:13.669236Z,5.245
/data/upload/3/166b5741-Edited-1200x800.webp,78,"[{""x"": 31.280193236714975, ""y"": 38.405797101449274, ""width"": 28.14009661835749, ""height"": 35.869565217391305, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1200, ""original_height"": 800}]",1,77,2022-11-27T21:28:05.908880Z,2022-11-27T21:28:05.908880Z,4.238
/data/upload/3/98ba5528-TJAZTVIVPJDRFFGR7XCW6UHKQ4.webp,77,"[{""x"": 22.690217391304348, ""y"": 40.21739130434783, ""width"": 47.14673913043478, ""height"": 48.91304347826087, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 3024, ""original_height"": 2268}]",1,76,2022-11-27T21:27:59.443787Z,2022-11-27T21:27:59.443787Z,5.316
/data/upload/3/ef13b69c-a38bad8e036a65d7872e9a61b892e7976ed82842_original.jpeg,76,"[{""x"": 1.2681159420289856, ""y"": 24.09420289855072, ""width"": 72.46376811594203, ""height"": 64.4927536231884, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1010, ""original_height"": 1010}]",1,75,2022-11-27T21:27:51.724316Z,2022-11-27T21:27:51.724316Z,5.85
/data/upload/3/92213778-asiappacific-n95-face-mask-250x250.webp,75,"[{""x"": 1.8115942028985508, ""y"": 3.6231884057971016, ""width"": 37.68115942028986, ""height"": 34.23913043478261, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 250, ""original_height"": 250}, {""x"": 2.1739130434782608, ""y"": 39.311594202898554, ""width"": 38.405797101449274, ""height"": 30.253623188405797, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 250, ""original_height"": 250}, {""x"": 2.1739130434782608, ""y"": 69.02173913043478, ""width"": 36.41304347826087, ""height"": 30.43478260869566, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 250, ""original_height"": 250}, {""x"": 55.797101449275374, ""y"": 8.876811594202898, ""width"": 40.03623188405797, ""height"": 43.47826086956522, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 250, ""original_height"": 250}]",1,74,2022-11-27T21:27:41.702403Z,2022-11-27T21:27:41.702403Z,23.494
/data/upload/3/f4f3f0c3-fall-masks.webp,74,"[{""x"": 3.7369319037980553, ""y"": 27.562977216898627, ""width"": 22.534831783509485, ""height"": 36.01294103521792, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 620, ""original_height"": 349}, {""x"": 36.91635759509593, ""y"": 33.79985527327716, ""width"": 26.837965490913305, ""height"": 38.42721641188058, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 620, ""original_height"": 349}, {""x"": 75.30483987956687, ""y"": 28.367735675786182, ""width"": 21.968629979903717, ""height"": 31.787959126058283, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 620, ""original_height"": 349}]",1,73,2022-11-27T21:27:15.832101Z,2022-11-27T21:27:15.832101Z,13.517
/data/upload/3/3dcb993e-_116491345_screenshot2021-01-12at16.03.54.png,73,"[{""x"": 5.215419501133787, ""y"": 23.387096774193548, ""width"": 71.65532879818596, ""height"": 76.61290322580645, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1106, ""original_height"": 622}]",1,72,2022-11-27T21:26:59.999733Z,2022-11-27T21:26:59.999733Z,6.396
/data/upload/3/94d33156-6001c0eb6825810018f1f895.webp,72,"[{""x"": 36.68478260869566, ""y"": 28.26086956521739, ""width"": 27.581521739130434, ""height"": 25.543478260869566, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1136, ""original_height"": 852}]",1,71,2022-11-27T21:26:51.221326Z,2022-11-27T21:26:51.221326Z,6.351
/data/upload/3/6b4bd923-3D-printed-mask-from-3D-scanning-MY-FACE-MASK-front2.jpg,71,"[{""x"": 32.608695652173914, ""y"": 35.507246376811594, ""width"": 30.676328502415455, ""height"": 39.67391304347826, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1500, ""original_height"": 1000}]",1,70,2022-11-27T21:26:40.331103Z,2022-11-27T21:26:40.331103Z,5.588
/data/upload/3/ad3f8618-venturer-performance-face-mask-GspSL5.png,70,"[{""x"": 13.586956521739127, ""y"": 9.96376811594203, ""width"": 79.71014492753623, ""height"": 63.94927536231884, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 400, ""original_height"": 400}]",1,69,2022-11-27T21:26:31.909171Z,2022-11-27T21:26:31.909171Z,16.897
/data/upload/3/d68d7dfb-Carithers-Pediatrics_Face-Mask-Facts-for-Kids.jpeg,69,"[{""x"": 38.39184597961495, ""y"": 32.25108225108225, ""width"": 26.387315968289922, ""height"": 31.16883116883117, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1200, ""original_height"": 628}]",1,68,2022-11-27T21:26:12.860331Z,2022-11-27T21:26:12.860331Z,5.144
/data/upload/3/aa678e3d-face-masking.jpg,68,"[{""x"": 15.192743764172336, ""y"": 44.27645788336933, ""width"": 30.839002267573687, ""height"": 49.892008639308855, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1200, ""original_height"": 630}]",1,67,2022-11-27T21:26:05.110879Z,2022-11-27T21:26:05.110879Z,4.544
/data/upload/3/9c4ed678-4LXAO6O_copyright_image_285123.jpeg,67,"[{""x"": 7.701019252548131, ""y"": 50.90579710144929, ""width"": 27.40656851642129, ""height"": 30.253623188405797, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1050, ""original_height"": 656}, {""x"": 38.84484711211778, ""y"": 45.471014492753625, ""width"": 26.840317100792753, ""height"": 36.95652173913043, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1050, ""original_height"": 656}, {""x"": 69.87542468856172, ""y"": 45.289855072463766, ""width"": 23.669309173272936, ""height"": 30.797101449275363, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1050, ""original_height"": 656}]",1,66,2022-11-27T21:25:58.492420Z,2022-11-27T21:25:58.492420Z,18.936
/data/upload/3/3c206369-fauci-double-mask-gty-jt-210209_1612914233478_hpMain_2_1x1_992.jpg,66,"[{""x"": 10.68840579710145, ""y"": 36.594202898550726, ""width"": 77.35507246376811, ""height"": 53.623188405797116, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 992, ""original_height"": 992}]",1,65,2022-11-27T21:25:37.289515Z,2022-11-27T21:25:37.289515Z,29.175
/data/upload/3/efc2b5da-Tessmer_2.jpeg,65,"[{""x"": 31.318016928657798, ""y"": 44.38405797101449, ""width"": 30.350665054413543, ""height"": 33.51449275362319, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 899, ""original_height"": 600}]",1,64,2022-11-27T21:25:05.800801Z,2022-11-27T21:25:05.800801Z,6.642
/data/upload/3/206e158f-1981587-market-10-Best-Face-Masks-for-COVID-19-in-2022-1296x728-Header-e1be83.webp,64,"[{""x"": 0.22675736961451248, ""y"": 4.848484848484849, ""width"": 34.467120181405896, ""height"": 41.01010101010101, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1155, ""original_height"": 648}, {""x"": 2.380952380952381, ""y"": 51.717171717171716, ""width"": 31.065759637188208, ""height"": 45.45454545454545, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1155, ""original_height"": 648}, {""x"": 31.065759637188208, ""y"": 17.17171717171717, ""width"": 38.095238095238095, ""height"": 65.85858585858584, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1155, ""original_height"": 648}, {""x"": 69.61451247165533, ""y"": 4.444444444444445, ""width"": 26.984126984126984, ""height"": 47.878787878787875, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1155, ""original_height"": 648}, {""x"": 70.52154195011336, ""y"": 50.303030303030305, ""width"": 26.077097505668934, ""height"": 44.84848484848485, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 1155, ""original_height"": 648}]",1,63,2022-11-27T21:24:42.985172Z,2022-11-27T21:24:42.985172Z,48.058
/data/upload/3/04240ef7-images.jpeg,63,"[{""x"": 4.3022993672213925, ""y"": 7.072578375087558, ""width"": 25.36092258572611, ""height"": 50.65495322697845, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 292, ""original_height"": 173}, {""x"": 31.81437163655819, ""y"": 6.499126074404781, ""width"": 33.6258661069672, ""height"": 39.18590721332295, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 292, ""original_height"": 173}, {""x"": 66.34598497872989, ""y"": 10.704442946078466, ""width"": 32.60690046736214, ""height"": 35.55404264233204, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 292, ""original_height"": 173}, {""x"": 63.96839848631807, ""y"": 51.03725476076696, ""width"": 35.66379738617733, ""height"": 27.908011966561713, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 292, ""original_height"": 173}, {""x"": 32.38046365856101, ""y"": 50.65495322697845, ""width"": 31.248279614555372, ""height"": 34.78943957475501, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 292, ""original_height"": 173}, {""x"": 0.9057472352045037, ""y"": 58.30098390274878, ""width"": 30.79540599695312, ""height"": 25.99650429761912, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 292, ""original_height"": 173}]",1,62,2022-11-27T21:23:39.193359Z,2022-11-27T21:23:39.193359Z,25.23
/data/upload/3/1a0b96f6-ImageForNews_728188_16660249689655457.webp,62,"[{""x"": 0.7246376811594203, ""y"": 4.710144927536232, ""width"": 27.294685990338163, ""height"": 57.06521739130434, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 2000, ""original_height"": 1333}, {""x"": 26.570048309178745, ""y"": 0.9057971014492754, ""width"": 20.41062801932367, ""height"": 74.45652173913044, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 2000, ""original_height"": 1333}, {""x"": 46.3768115942029, ""y"": 1.6304347826086956, ""width"": 20.893719806763286, ""height"": 57.06521739130434, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 2000, ""original_height"": 1333}, {""x"": 64.61352657004831, ""y"": 4.528985507246377, ""width"": 28.502415458937197, ""height"": 53.44202898550725, ""rotation"": 0, ""rectanglelabels"": [""Mask""], ""original_width"": 2000, ""original_height"": 1333}]",1,61,2022-11-27T21:23:10.896907Z,2022-11-27T21:23:10.896907Z,16.286
